sample_id_int,sample_id,label,label_orig,group_id,title,description,text,split
103533,agnews_train_103533,1,2,1,NFL Wrap: McNabb Leads Eagles to 4th Straight East Title,Donovan McNabb passed for one touchdown and rushed for another as the Philadelphia Eagles won their fourth straight division title with a 27-6 win over the New York Giants in the NFL on Sunday.,NFL Wrap: McNabb Leads Eagles to 4th Straight East Title Donovan McNabb passed for one touchdown and rushed for another as the Philadelphia Eagles won their fourth straight division title with a 27-6 win over the New York Giants in the NFL on Sunday.,train
12719,agnews_train_012719,1,2,1,Rangers Beat Staggering Orioles 6-4 (AP),"AP - John Wasdin pitched six strong innings in his return from the minors, and the Texas Rangers handed Baltimore its 11th consecutive loss by beating the Orioles 6-4 Friday night.","Rangers Beat Staggering Orioles 6-4 (AP) AP - John Wasdin pitched six strong innings in his return from the minors, and the Texas Rangers handed Baltimore its 11th consecutive loss by beating the Orioles 6-4 Friday night.",train
51042,agnews_train_051042,1,2,1,Schumacher aiming for Suzuka victory,Motorsport.com. The titles may be wrapped up for Michael Schumacher and Ferrari but the 2004 champion is keen to notch up another victory at the penultimate race of the season.,Schumacher aiming for Suzuka victory Motorsport.com. The titles may be wrapped up for Michael Schumacher and Ferrari but the 2004 champion is keen to notch up another victory at the penultimate race of the season.,train
14640,agnews_train_014640,1,2,1,Piquionne Brace Keeps PSG Winless,St. Etienne striker Frederic Piquionne fired his second goal of the evening near the death to earn the esteemed risers a 2-2 draw at Paris St.,Piquionne Brace Keeps PSG Winless St. Etienne striker Frederic Piquionne fired his second goal of the evening near the death to earn the esteemed risers a 2-2 draw at Paris St.,train
62311,agnews_train_062311,0,1,0,Mini-summit in Libya to seek progress on Darfur crisis,"CAIRO - Sudans president, threatened with UN sanctions over the Darfur crisis, is due to meet Sunday in Libya with leaders of neighbouring powers to lay down the basis for direct talks with the rebels a few days later.","Mini-summit in Libya to seek progress on Darfur crisis CAIRO - Sudans president, threatened with UN sanctions over the Darfur crisis, is due to meet Sunday in Libya with leaders of neighbouring powers to lay down the basis for direct talks with the rebels a few days later.",train
61207,agnews_train_061207,1,2,1,Spotlight shines on quarterbacks,"They couldn't be more different. One is the prototype quarterback, seemingly built using the create-a-player function from a video game, standing tall in the pocket and firing laser beams across the field.","Spotlight shines on quarterbacks They couldn't be more different. One is the prototype quarterback, seemingly built using the create-a-player function from a video game, standing tall in the pocket and firing laser beams across the field.",train
106681,agnews_train_106681,3,4,3,'Macworld After Dark' concert open to all Expo goers (MacCentral),"MacCentral - IDG World Expo has announced ""Macworld After Dark,"" a free concert sponsored by Playlist Magazine scheduled to take place on Wednesday, January 12, 2005. The event happens right after the end of the day's events at Macworld Conference  amp; Expo, from 6:00 PM to 8:00 PM, at the Moscone Center, the site of the Expo. It's open to all registered Expo attendees.","'Macworld After Dark' concert open to all Expo goers (MacCentral) MacCentral - IDG World Expo has announced ""Macworld After Dark,"" a free concert sponsored by Playlist Magazine scheduled to take place on Wednesday, January 12, 2005. The event happens right after the end of the day's events at Macworld Conference  amp; Expo, from 6:00 PM to 8:00 PM, at the Moscone Center, the site of the Expo. It's open to all registered Expo attendees.",train
63162,agnews_train_063162,0,1,0,Anwar may return by month #39;s end,"Malaysia #39;s former deputy leader Anwar Ibrahim reportedly plans to return home on October 31 after nearly two months abroad, but will avoid any strenuous political activity throughout the Muslim fasting month that ends next month.","Anwar may return by month #39;s end Malaysia #39;s former deputy leader Anwar Ibrahim reportedly plans to return home on October 31 after nearly two months abroad, but will avoid any strenuous political activity throughout the Muslim fasting month that ends next month.",train
73640,agnews_train_073640,0,1,0,Six found guilty in Pitcairn abuse case,"Sydney, Oct. 27. (Guardian News Service): Six descendants of the original mutineers on the Bounty were found guilty on Monday of 32 sexual assault offences in one of the last and remotest outposts of the British empire.","Six found guilty in Pitcairn abuse case Sydney, Oct. 27. (Guardian News Service): Six descendants of the original mutineers on the Bounty were found guilty on Monday of 32 sexual assault offences in one of the last and remotest outposts of the British empire.",train
9703,agnews_train_009703,3,4,3,WS-I tackles Web services attachments,Standards body publishes three technical compliance guidlines regarding how attached files exchange data.,WS-I tackles Web services attachments Standards body publishes three technical compliance guidlines regarding how attached files exchange data.,train
83373,agnews_train_083373,0,1,0,"US bombs Falluja, rebels hit Samarra","FALLUJA, NOVEMBER 6: US forces poised to assault Falluja bombarded the rebel stronghold on Saturday, while, insurgents detonated four car bombs and attacked police stations in the Iraqi city of Samarra, killing at least 37 people and wounding 62, police ","US bombs Falluja, rebels hit Samarra FALLUJA, NOVEMBER 6: US forces poised to assault Falluja bombarded the rebel stronghold on Saturday, while, insurgents detonated four car bombs and attacked police stations in the Iraqi city of Samarra, killing at least 37 people and wounding 62, police",train
78695,agnews_train_078695,1,2,1,Molik secures back-to-back titles,"Australian tennis player Alicia Molik stormed to her second title in two weeks with a 6-3, 6-4 victory over Russian Dinara Safina in the final of the WTA event in Luxembourg overnight.","Molik secures back-to-back titles Australian tennis player Alicia Molik stormed to her second title in two weeks with a 6-3, 6-4 victory over Russian Dinara Safina in the final of the WTA event in Luxembourg overnight.",train
34335,agnews_train_034335,1,2,1,Charting the Majors,* Guerrero beaned: Vladimir Guerrero left the Angels game against the Mariners in the first inning after being hit on the left side of the head by a pitch from Ryan Franklin.,Charting the Majors * Guerrero beaned: Vladimir Guerrero left the Angels game against the Mariners in the first inning after being hit on the left side of the head by a pitch from Ryan Franklin.,train
106783,agnews_train_106783,2,3,2,Calpers Ouster Puts Focus on How Funds Wield Power,The ouster of the president of California's public pension fund has raised questions about whether pension funds will be able to influence corporate governance campaigns.,Calpers Ouster Puts Focus on How Funds Wield Power The ouster of the president of California's public pension fund has raised questions about whether pension funds will be able to influence corporate governance campaigns.,train
105169,agnews_train_105169,0,1,0,Red Cross Sees Problems at Guantanamo (AP),"AP - The international Red Cross said Tuesday that U.S. officials have failed to address concerns about some significant problems in the treatment of terror suspects detained at the U.S. military prison in Guantanamo Bay, Cuba.","Red Cross Sees Problems at Guantanamo (AP) AP - The international Red Cross said Tuesday that U.S. officials have failed to address concerns about some significant problems in the treatment of terror suspects detained at the U.S. military prison in Guantanamo Bay, Cuba.",train
102670,agnews_train_102670,1,2,1,Pampling tackles Open grill,"GOLF has changed a lot in the 100 years since the captain of the Drouin Golf Club in Victoria, the Honourable Michael Scott, won the first Australian Open.","Pampling tackles Open grill GOLF has changed a lot in the 100 years since the captain of the Drouin Golf Club in Victoria, the Honourable Michael Scott, won the first Australian Open.",train
24315,agnews_train_024315,1,2,1,"Angels 7, White Sox 5","Garret Anderson hit a tiebreaking two-run single in the eighth inning and Vladimir Guerrero had a three-run homer, leading the Anaheim Angels to a 7-5 victory over the Chicago White Sox on Friday night.","Angels 7, White Sox 5 Garret Anderson hit a tiebreaking two-run single in the eighth inning and Vladimir Guerrero had a three-run homer, leading the Anaheim Angels to a 7-5 victory over the Chicago White Sox on Friday night.",train
83418,agnews_train_083418,1,2,1,Bouncing back,"FLAGSTAFF, a town in Arizona with 50,000 inhabitants, was recently named eighth-best place to live in America. It has also, for the last month, been the retreat of Paula Radcliffe.","Bouncing back FLAGSTAFF, a town in Arizona with 50,000 inhabitants, was recently named eighth-best place to live in America. It has also, for the last month, been the retreat of Paula Radcliffe.",train
