sample_id,label,label_orig,group_id,title,description,text,split
agnews_test_006348,2,3,2,Hearing Set After Microsoft Rivals Quit,The judge considering Microsoft Corp. #39;s appeal against European Union sanctions has called a closed meeting for Thursday to decide what action to take after two more major ,Hearing Set After Microsoft Rivals Quit The judge considering Microsoft Corp. #39;s appeal against European Union sanctions has called a closed meeting for Thursday to decide what action to take after two more major,test
agnews_test_004978,3,4,3,"Open Source Ingres Swings At Oracle, SQL Server",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way. Not SQL-type competition.,"Open Source Ingres Swings At Oracle, SQL Server The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way. Not SQL-type competition.",test
agnews_test_004637,0,1,0,"In Asia, Powell defends N. Korea policy",SEOUL -- Secretary of State Colin L. Powell yesterday sought to fend off complaints from key partners in the effort to end North Korea's nuclear programs that the Bush administration has not been sufficiently creative or willing to compromise in the negotiations.,"In Asia, Powell defends N. Korea policy SEOUL -- Secretary of State Colin L. Powell yesterday sought to fend off complaints from key partners in the effort to end North Korea's nuclear programs that the Bush administration has not been sufficiently creative or willing to compromise in the negotiations.",test
agnews_test_005044,2,3,2,No quick fix in Boeing-Airbus talks,"World Trade Organization (WTO) talks on a transatlantic row over plane subsidies will bring no quick fix for what could be the biggest commercial dispute in WTO history, officials and analysts warned on Wednesday.","No quick fix in Boeing-Airbus talks World Trade Organization (WTO) talks on a transatlantic row over plane subsidies will bring no quick fix for what could be the biggest commercial dispute in WTO history, officials and analysts warned on Wednesday.",test
agnews_test_002109,1,2,1,HOW DOES MONTGOMERIE RANK AMONG THE GREATS?,Scotland #39;s Colin Montgomerie sank the winning putt at the 35th Ryder Cup at Oakland Hills in Detroit to ensure the trophy remained in European hands and maintain his unbeaten record in singles matches in the competition.,HOW DOES MONTGOMERIE RANK AMONG THE GREATS? Scotland #39;s Colin Montgomerie sank the winning putt at the 35th Ryder Cup at Oakland Hills in Detroit to ensure the trophy remained in European hands and maintain his unbeaten record in singles matches in the competition.,test
agnews_test_004106,0,1,0,Iran given nuclear deadline,"the (International Atomic Energy Agency) board of governors, quot; he said.  quot;A proposal will be put to them. quot;. produce fuel for nuclear weapons -- but Tehran rejected the demand as illegal.","Iran given nuclear deadline the (International Atomic Energy Agency) board of governors, quot; he said.  quot;A proposal will be put to them. quot;. produce fuel for nuclear weapons -- but Tehran rejected the demand as illegal.",test
agnews_test_007405,2,3,2,Yukos files for US bankruptcy protection,"Russian oil giant Yukos Wednesday filed for US bankruptcy protection in attempt to stop the forthcoming auction of its major asset Yuganskeneftegaz, accordingto the Interfax news agency.","Yukos files for US bankruptcy protection Russian oil giant Yukos Wednesday filed for US bankruptcy protection in attempt to stop the forthcoming auction of its major asset Yuganskeneftegaz, accordingto the Interfax news agency.",test
agnews_test_005262,1,2,1,Ramaala's First Marathon Victory Is a Tale of the Tape,"South Africa's Hendrik Ramaala, who had never finished higher than fifth in a major marathon, won the New York City Marathon in 2 hours 9 minutes 28 seconds.","Ramaala's First Marathon Victory Is a Tale of the Tape South Africa's Hendrik Ramaala, who had never finished higher than fifth in a major marathon, won the New York City Marathon in 2 hours 9 minutes 28 seconds.",test
agnews_test_003804,2,3,2,US trade deficit balloons again,Official figures show that the US trade deficit widened to the second-highest level on record in August.,US trade deficit balloons again Official figures show that the US trade deficit widened to the second-highest level on record in August.,test
agnews_test_004952,2,3,2,Singapore govt extends third-party war risk insurance,"SINGAPORE : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.","Singapore govt extends third-party war risk insurance SINGAPORE : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",test
agnews_test_006890,1,2,1,"Cavanagh, Crimson roll by Union","Tom Cavanagh scored two goals, leading Harvard to a 4-1 win over visiting Union last night.","Cavanagh, Crimson roll by Union Tom Cavanagh scored two goals, leading Harvard to a 4-1 win over visiting Union last night.",test
agnews_test_000863,1,2,1,"Ankiel solid in rehab start, unsure about future","More that three years since he threw his last pitch for the St. Louis Cardinals, Ankiel gave up one unearned run and one hit in six innings Sunday for Triple-A Memphis in what could be his final start in the minors.","Ankiel solid in rehab start, unsure about future More that three years since he threw his last pitch for the St. Louis Cardinals, Ankiel gave up one unearned run and one hit in six innings Sunday for Triple-A Memphis in what could be his final start in the minors.",test
agnews_test_001933,0,1,0,2 US workers seized in Baghdad ,"BAGHDAD -- Kidnappers seized two Americans and a Briton from their central Baghdad villa at dawn yesterday, in a bold raid that could further limit the mobility of foreigners in the Iraqi capital.","2 US workers seized in Baghdad BAGHDAD -- Kidnappers seized two Americans and a Briton from their central Baghdad villa at dawn yesterday, in a bold raid that could further limit the mobility of foreigners in the Iraqi capital.",test
agnews_test_003122,0,1,0,"Video Shows Militants Killing Iraqi from Italy, Turk", BAGHDAD (Reuters) - Islamic militants distributed a video  in Iraq on Monday showing the killings of two men who  identified themselves as an Italian of Iraqi origin and a Turk.,"Video Shows Militants Killing Iraqi from Italy, Turk BAGHDAD (Reuters) - Islamic militants distributed a video  in Iraq on Monday showing the killings of two men who  identified themselves as an Italian of Iraqi origin and a Turk.",test
agnews_test_001093,2,3,2,"After Steep Drop, Price of Oil Rises","The freefall in oil prices ended Monday on a spate of ominous developments, including a deadly attack on a US consulate in Saudi Arabia and reports that OPEC might cut production this week.","After Steep Drop, Price of Oil Rises The freefall in oil prices ended Monday on a spate of ominous developments, including a deadly attack on a US consulate in Saudi Arabia and reports that OPEC might cut production this week.",test
agnews_test_000530,1,2,1,Discus Champion Thrown Out of Games," ATHENS (Reuters) - Hungarian Olympic discus champion Robert  Fazekas will lose his gold medal and be expelled from the Games  after breaking doping rules, the International Olympic  Committee (IOC) said Tuesday.","Discus Champion Thrown Out of Games ATHENS (Reuters) - Hungarian Olympic discus champion Robert  Fazekas will lose his gold medal and be expelled from the Games  after breaking doping rules, the International Olympic  Committee (IOC) said Tuesday.",test
agnews_test_000221,0,1,0,Arafat urges reforms to rectify his  #39;mistakes #39;,"YASSER Arafat, the Palestinian president, made a rare acknowledgement of mistakes under his rule yesterday and urged reforms to end corruption. ","Arafat urges reforms to rectify his  #39;mistakes #39; YASSER Arafat, the Palestinian president, made a rare acknowledgement of mistakes under his rule yesterday and urged reforms to end corruption.",test
agnews_test_003057,3,4,3,Mobile phone network reaches last of China's ethnic minorities (AFP),"AFP - China has brought its mobile phone network to the last of its ethnic minority regions previously cut off from communication with the outside world, state media reported.","Mobile phone network reaches last of China's ethnic minorities (AFP) AFP - China has brought its mobile phone network to the last of its ethnic minority regions previously cut off from communication with the outside world, state media reported.",test
